tourney_name,surface,result,player,rank,hand,height,country,age,best_of,minutes,numAces,numDF,servePoints,first_serve_in,first_serve_won,second_serve_won,serve_games_won,break_points_saved,break_points_faced
Marseille,Hard,Loser,Radu Albot,99,R,175,MDA,33.2,3,106,4,2,70,45,29,12,10,4,7
Marseille,Hard,Winner,David Goffin,41,R,180,BEL,32.2,3,87,3,2,58,31,22,19,9,6,6
Marseille,Hard,Winner,Gijs Brouwer,116,L,NA,NED,26.9,3,135,6,1,81,52,34,18,15,2,6
Marseille,Hard,Loser,Elias Ymer,172,R,183,SWE,26.8,3,135,5,5,107,59,39,22,15,15,20
Marseille,Hard,Winner,Alexander Bublik,50,R,196,KAZ,25.6,3,128,18,6,96,59,46,16,16,6,9
Marseille,Hard,Loser,Filip Krajinovic,67,R,185,SRB,30.9,3,128,4,0,90,57,39,17,15,1,5
Marseille,Hard,Winner,Gregoire Barrere,58,R,183,FRA,29,3,60,3,0,47,34,29,9,9,0,0
Marseille,Hard,Loser,Marc Andrea Huesler,48,L,196,SUI,26.6,3,60,9,3,54,36,26,4,8,4,7
Marseille,Hard,Winner,Maxime Cressy,37,R,198,USA,25.7,3,169,22,13,99,63,52,20,17,0,1
Marseille,Hard,Winner,Benjamin Bonzi,60,R,185,FRA,26.6,3,101,11,3,65,44,36,8,12,2,4
Marseille,Hard,Loser,Luca Van Assche,146,R,NA,FRA,18.7,3,101,5,0,67,36,24,14,12,6,10
Marseille,Hard,Winner,Richard Gasquet,43,R,185,FRA,36.6,3,195,9,2,111,63,47,25,16,6,10
Marseille,Hard,Winner,Stan Wawrinka,105,R,183,SUI,37.9,3,151,12,2,103,69,53,22,16,7,7
Marseille,Hard,Loser,Zizou Bergs,132,R,185,BEL,23.7,3,151,10,1,99,66,50,22,16,5,7
Marseille,Hard,Winner,Arthur Fils,118,R,185,FRA,18.6,3,85,6,3,52,33,27,12,9,1,1
Marseille,Hard,Loser,Roman Safiullin,97,R,185,RUS,25.5,3,85,3,2,69,42,32,8,10,3,6
Acapulco,Hard,Winner,Alex De Minaur,22,R,183,AUS,24,3,147,2,1,84,42,34,22,13,6,8
Acapulco,Hard,Loser,Tommy Paul,23,R,185,USA,25.7,3,147,1,4,91,55,33,19,13,6,10
Acapulco,Hard,Winner,Tommy Paul,23,R,185,USA,25.7,3,205,7,5,143,94,64,21,17,10,13
Acapulco,Hard,Loser,Taylor Fritz,5,R,193,USA,25.3,3,205,6,3,118,64,52,21,16,10,14
Acapulco,Hard,Winner,Alex De Minaur,22,R,183,AUS,24,3,168,3,10,99,50,38,26,14,7,8
Acapulco,Hard,Loser,Holger Rune,10,R,185,DEN,19.8,3,168,4,5,112,67,42,25,15,11,14
Acapulco,Hard,Winner,Tommy Paul,23,R,185,USA,25.7,3,59,3,1,43,33,26,8,8,1,1
Acapulco,Hard,Loser,Mackenzie Mcdonald,62,R,178,USA,27.8,3,59,0,1,45,27,15,7,8,5,9
Acapulco,Hard,Winner,Taylor Fritz,5,R,193,USA,25.3,3,95,5,0,64,32,24,21,10,4,4
Acapulco,Hard,Loser,Frances Tiafoe,15,R,188,USA,25.1,3,95,6,4,59,37,28,8,9,1,3
Acapulco,Hard,Winner,Holger Rune,10,R,185,DEN,19.8,3,29,1,0,18,11,10,6,4,0,0
Acapulco,Hard,Loser,Matteo Berrettini,24,R,196,ITA,26.8,3,29,1,0,17,12,4,1,3,1,4
Acapulco,Hard,Winner,Alex De Minaur,22,R,183,AUS,24,3,97,1,3,52,22,21,13,8,1,2
Acapulco,Hard,Loser,Taro Daniel,125,R,191,JPN,30,3,97,1,3,54,35,16,9,8,3,8
Acapulco,Hard,Winner,Mackenzie Mcdonald,62,R,178,USA,27.8,3,68,2,0,43,25,20,11,7,1,1
Acapulco,Hard,Loser,Brandon Nakashima,49,R,185,USA,21.5,3,68,0,2,47,29,13,7,7,7,12
Acapulco,Hard,Winner,Tommy Paul,23,R,185,USA,25.7,3,81,3,0,49,33,26,8,7,4,4
Acapulco,Hard,Loser,Michael Mmoh,86,R,188,USA,25.1,3,81,3,5,48,30,23,7,7,2,3
Acapulco,Hard,Winner,Taylor Fritz,5,R,193,USA,25.3,3,78,7,3,52,29,28,11,10,1,2
Acapulco,Hard,Loser,Denis Shapovalov,30,L,185,CAN,23.8,3,78,5,2,65,40,31,9,10,2,5
Acapulco,Hard,Winner,Frances Tiafoe,15,R,188,USA,25.1,3,88,5,3,62,35,28,20,10,3,3
Acapulco,Hard,Winner,Matteo Berrettini,24,R,196,ITA,26.8,3,94,3,1,51,32,27,10,9,2,2
Acapulco,Hard,Loser,Elias Ymer,170,R,183,SWE,26.8,3,94,2,3,66,42,27,10,9,6,9
Acapulco,Hard,Winner,Holger Rune,10,R,185,DEN,19.8,3,60,7,1,41,26,21,9,7,1,1
Acapulco,Hard,Loser,Nuno Borges,85,R,185,POR,26,3,60,1,3,44,27,15,2,7,4,9
Acapulco,Hard,Winner,Alex De Minaur,22,R,183,AUS,24,3,61,3,2,47,23,18,14,7,1,1
Acapulco,Hard,Winner,Taro Daniel,125,R,191,JPN,30,3,177,3,1,93,54,39,26,16,4,7
Acapulco,Hard,Loser,Casper Ruud,4,R,183,NOR,24.1,3,177,7,4,103,66,49,21,16,1,3
Acapulco,Hard,Winner,Mackenzie Mcdonald,62,R,178,USA,27.8,3,75,11,2,47,41,35,3,9,1,1
Acapulco,Hard,Winner,Brandon Nakashima,49,R,185,USA,21.5,3,126,5,3,78,51,41,12,13,4,5
Acapulco,Hard,Loser,Daniel Altmaier,95,R,191,GER,24.4,3,126,2,3,76,43,27,19,12,6,9
Acapulco,Hard,Winner,Michael Mmoh,86,R,188,USA,25.1,3,119,3,3,86,57,35,15,9,12,14
Acapulco,Hard,Loser,Marcos Giron,69,R,180,USA,29.5,3,119,2,3,65,39,21,12,10,1,6
Acapulco,Hard,Winner,Tommy Paul,23,R,185,USA,25.7,3,104,3,1,66,47,36,11,10,2,3
Acapulco,Hard,Loser,Emilio Gomez,90,R,185,ECU,31.2,3,104,1,5,79,45,29,16,9,8,11
Acapulco,Hard,Winner,Taylor Fritz,5,R,193,USA,25.3,3,113,4,2,83,55,47,11,14,3,4
Acapulco,Hard,Loser,John Isner,38,R,206,USA,37.8,3,113,9,3,79,50,40,15,14,1,3
Acapulco,Hard,Winner,Denis Shapovalov,30,L,185,CAN,23.8,3,133,8,7,89,48,39,18,15,2,5
Acapulco,Hard,Loser,Miomir Kecmanovic,31,R,183,SRB,23.4,3,133,1,4,92,59,36,16,15,5,12
Acapulco,Hard,Loser,Christopher Eubanks,105,R,201,USA,26.8,3,94,9,4,73,40,28,17,11,6,8
Acapulco,Hard,Winner,Frances Tiafoe,15,R,188,USA,25.1,3,104,9,3,67,46,35,15,11,1,2
Acapulco,Hard,Loser,Yoshihito Nishioka,34,L,170,JPN,27.4,3,104,2,1,78,43,27,22,11,2,4
Acapulco,Hard,Winner,Elias Ymer,170,R,183,SWE,26.8,3,153,4,6,91,45,35,22,16,6,10
Acapulco,Hard,Loser,Adrian Mannarino,64,L,183,FRA,34.6,3,153,2,4,90,42,29,24,15,6,11
Acapulco,Hard,Winner,Matteo Berrettini,24,R,196,ITA,26.8,3,45,5,1,16,10,10,5,3,0,0
Acapulco,Hard,Loser,Alex Molcan,57,L,178,SVK,25.2,3,45,0,5,44,25,12,6,4,4,8
Acapulco,Hard,Winner,Nuno Borges,85,R,185,POR,26,3,107,4,4,75,49,35,17,11,2,3
Acapulco,Hard,Winner,Holger Rune,10,R,185,DEN,19.8,3,140,5,6,86,52,42,24,15,2,3
Acapulco,Hard,Loser,Ben Shelton,41,L,NA,USA,20.3,3,140,9,5,96,60,48,16,15,5,9
Acapulco,Hard,Winner,Alex De Minaur,22,R,183,AUS,24,3,76,4,1,39,23,17,12,7,1,1
Acapulco,Hard,Loser,Oscar Otte,78,R,196,GER,29.6,3,116,5,6,76,33,26,22,13,3,5
Acapulco,Hard,Winner,Taro Daniel,125,R,191,JPN,30,3,106,2,1,63,45,32,8,10,2,4
Acapulco,Hard,Loser,J J Wolf,44,R,183,USA,24.1,3,106,2,7,63,33,21,14,10,8,12
Acapulco,Hard,Winner,Casper Ruud,4,R,183,NOR,24.1,3,169,16,1,97,56,38,23,16,10,15
Dubai,Hard,Winner,Daniil Medvedev,7,R,198,RUS,27,3,68,9,1,40,29,24,8,8,0,0
Dubai,Hard,Loser,Andrey Rublev,6,R,188,RUS,25.3,3,68,3,1,54,33,21,6,8,3,7
Dubai,Hard,Winner,Daniil Medvedev,7,R,198,RUS,27,3,95,8,1,62,36,28,13,10,0,1
Dubai,Hard,Loser,Novak Djokovic,1,R,188,SRB,35.7,3,95,5,1,62,43,29,11,10,1,4
Dubai,Hard,Winner,Andrey Rublev,6,R,188,RUS,25.3,3,118,2,2,70,44,33,17,10,0,1
Dubai,Hard,Loser,Alexander Zverev,16,R,198,GER,25.8,3,118,12,3,84,67,46,5,11,3,6
Dubai,Hard,Winner,Novak Djokovic,1,R,188,SRB,35.7,3,81,4,2,55,36,29,15,11,0,0
Dubai,Hard,Loser,Hubert Hurkacz,11,R,196,POL,26,3,81,7,1,57,36,28,12,10,6,8
Dubai,Hard,Winner,Daniil Medvedev,7,R,198,RUS,27,3,81,4,3,43,26,20,11,8,1,2
Dubai,Hard,Loser,Borna Coric,20,R,188,CRO,26.2,3,81,0,1,51,27,12,10,9,1,6
Dubai,Hard,Winner,Alexander Zverev,16,R,198,GER,25.8,3,112,5,1,61,50,42,4,11,6,6
Dubai,Hard,Loser,Lorenzo Sonego,67,R,191,ITA,27.8,3,112,6,1,69,49,33,10,11,3,5
Dubai,Hard,Winner,Andrey Rublev,6,R,188,RUS,25.3,3,112,9,1,72,47,36,17,11,4,5
Dubai,Hard,Loser,Botic Van De Zandschulp,33,R,188,NED,27.4,3,112,7,5,86,57,42,9,10,10,12
Dubai,Hard,Winner,Novak Djokovic,1,R,188,SRB,35.7,3,81,8,3,43,22,20,14,9,0,1
Dubai,Hard,Loser,Tallon Griekspoor,39,R,188,NED,26.6,3,81,12,1,80,57,33,8,8,12,16
Dubai,Hard,Winner,Hubert Hurkacz,11,R,196,POL,26,3,68,9,1,50,34,31,9,10,0,0
Dubai,Hard,Loser,Pavel Kotov,138,R,191,RUS,24.2,3,68,3,1,52,34,22,8,9,3,6
Dubai,Hard,Winner,Daniil Medvedev,7,R,198,RUS,27,3,64,5,1,41,30,29,7,9,0,0
Dubai,Hard,Loser,Alexander Bublik,46,R,196,KAZ,25.6,3,64,5,5,54,34,24,7,9,2,5
Dubai,Hard,Winner,Borna Coric,20,R,188,CRO,26.2,3,173,3,3,82,54,47,22,16,0,0
Dubai,Hard,Loser,Thanasi Kokkinakis,101,R,196,AUS,26.8,3,173,20,2,120,79,59,20,17,5,8
Dubai,Hard,Winner,Alexander Zverev,16,R,198,GER,25.8,3,78,11,1,51,39,35,9,11,0,0
Dubai,Hard,Loser,Christopher Oconnell,92,R,183,AUS,28.7,3,78,4,0,55,39,29,10,11,3,5
Dubai,Hard,Winner,Lorenzo Sonego,67,R,191,ITA,27.8,3,115,2,1,56,44,39,9,11,0,0
Dubai,Hard,Loser,Felix Auger Aliassime,9,R,193,CAN,22.5,3,115,6,3,70,34,28,21,11,2,3
Dubai,Hard,Winner,Botic Van De Zandschulp,33,R,188,NED,27.4,3,153,7,3,79,51,32,15,13,4,8
Dubai,Hard,Loser,Mikael Ymer,59,R,183,SWE,24.4,3,153,2,3,100,69,38,15,14,3,9
Dubai,Hard,Winner,Andrey Rublev,6,R,188,RUS,25.3,3,145,12,2,101,63,48,22,15,2,4
Dubai,Hard,Loser,Alejandro Davidovich Fokina,29,R,183,ESP,23.7,3,145,8,3,112,77,54,23,16,2,2
Dubai,Hard,Winner,Novak Djokovic,1,R,188,SRB,35.7,3,147,12,8,100,60,43,22,15,7,10
Dubai,Hard,Loser,Tomas Machac,130,R,183,CZE,22.3,3,147,6,4,94,56,36,19,15,3,6
Dubai,Hard,Winner,Tallon Griekspoor,39,R,188,NED,26.6,3,119,11,5,78,45,35,19,13,6,7
Dubai,Hard,Loser,Constant Lestienne,56,R,180,FRA,30.7,3,119,11,4,98,63,43,15,14,9,12
Dubai,Hard,Winner,Pavel Kotov,138,R,191,RUS,24.2,3,167,2,2,110,76,56,18,17,1,3
Dubai,Hard,Loser,Alexei Popyrin,98,R,196,AUS,23.5,3,167,13,7,115,63,45,28,16,8,10
Dubai,Hard,Winner,Hubert Hurkacz,11,R,196,POL,26,3,121,18,3,81,62,51,10,15,2,4
Dubai,Hard,Loser,Alexander Shevchenko,119,R,NA,KAZ,22.2,3,121,3,2,103,63,45,23,15,9,11
Dubai,Hard,Winner,Daniil Medvedev,7,R,198,RUS,27,3,91,6,3,62,37,29,14,9,0,0
Dubai,Hard,Loser,Matteo Arnaldi,111,R,183,ITA,22,3,91,0,3,64,37,23,12,9,2,5
Dubai,Hard,Winner,Alexander Bublik,46,R,196,KAZ,25.6,3,25,3,1,18,14,13,3,4,0,0
Dubai,Hard,Winner,Thanasi Kokkinakis,101,R,196,AUS,26.8,3,114,16,2,82,58,43,14,11,3,3
Dubai,Hard,Loser,Quentin Halys,73,R,191,FRA,26.3,3,114,7,2,69,38,30,18,11,3,4
Dubai,Hard,Winner,Borna Coric,20,R,188,CRO,26.2,3,22,3,0,14,8,6,4,2,0,0
Dubai,Hard,Loser,Daniel Evans,28,R,175,GBR,32.7,3,22,2,0,12,7,7,2,2,0,0
Dubai,Hard,Winner,Alexander Zverev,16,R,198,GER,25.8,3,125,12,2,80,58,43,14,15,2,4
Dubai,Hard,Loser,Jiri Lehecka,47,R,185,CZE,21.3,3,125,5,5,94,55,37,20,14,7,10
Dubai,Hard,Winner,Christopher Oconnell,92,R,183,AUS,28.7,3,112,11,1,68,41,35,12,11,1,2
Dubai,Hard,Loser,Emil Ruusuvuori,54,R,188,FIN,23.9,3,112,4,3,83,49,33,16,11,8,11
Dubai,Hard,Winner,Lorenzo Sonego,67,R,191,ITA,27.8,3,87,10,1,62,46,33,12,11,1,2
Dubai,Hard,Loser,Marc Andrea Huesler,51,L,196,SUI,26.6,3,87,3,4,57,35,26,9,10,2,5
Dubai,Hard,Winner,Felix Auger Aliassime,9,R,193,CAN,22.5,3,180,13,1,98,60,45,24,15,2,3
Dubai,Hard,Loser,Maxime Cressy,36,R,198,USA,25.8,3,180,27,25,122,65,54,23,15,13,14
Dubai,Hard,Winner,Botic Van De Zandschulp,33,R,188,NED,27.4,3,94,7,4,63,40,30,12,10,4,5
Dubai,Hard,Loser,Karen Khachanov,14,R,198,RUS,26.7,3,94,5,3,68,50,29,10,10,9,13
Dubai,Hard,Winner,Mikael Ymer,59,R,183,SWE,24.4,3,65,0,1,43,30,23,9,8,0,0
Dubai,Hard,Winner,Alejandro Davidovich Fokina,29,R,183,ESP,23.7,3,50,5,0,39,26,22,8,7,3,3
Dubai,Hard,Winner,Andrey Rublev,6,R,188,RUS,25.3,3,88,8,1,56,29,26,15,10,1,2
Dubai,Hard,Loser,Filip Krajinovic,70,R,185,SRB,31,3,88,2,2,72,44,28,11,10,2,6
Santiago,Clay,Winner,Nicolas Jarry,87,R,198,CHI,27.3,3,166,6,1,94,61,49,21,16,1,2
Santiago,Clay,Loser,Tomas Martin Etcheverry,76,R,196,ARG,23.6,3,166,9,5,109,68,47,24,16,3,6
Santiago,Clay,Winner,Nicolas Jarry,87,R,198,CHI,27.3,3,157,9,5,90,55,39,16,14,5,10
Santiago,Clay,Loser,Jaume Munar,66,R,183,ESP,25.8,3,157,2,8,100,72,46,9,12,4,8
Santiago,Clay,Winner,Tomas Martin Etcheverry,76,R,196,ARG,23.6,3,98,4,1,60,33,29,15,11,0,0
Santiago,Clay,Loser,Sebastian Baez,35,R,170,ARG,22.1,3,98,0,1,55,39,30,7,10,4,6
Santiago,Clay,Winner,Jaume Munar,66,R,183,ESP,25.8,3,160,4,4,97,69,45,11,13,10,13
Santiago,Clay,Loser,Thiago Monteiro,84,L,183,BRA,28.7,3,160,5,5,76,42,29,14,13,4,9
Santiago,Clay,Winner,Nicolas Jarry,87,R,198,CHI,27.3,3,141,8,0,91,69,46,15,14,1,2
Santiago,Clay,Loser,Yannick Hanfmann,153,R,193,GER,31.2,3,141,4,1,92,59,42,17,14,3,5
Santiago,Clay,Winner,Sebastian Baez,35,R,170,ARG,22.1,3,114,2,0,64,47,36,12,11,0,1
Santiago,Clay,Loser,Laslo Djere,55,R,188,SRB,27.7,3,114,4,4,83,51,39,13,11,4,6
Santiago,Clay,Winner,Tomas Martin Etcheverry,76,R,196,ARG,23.6,3,84,6,2,55,30,23,15,8,3,3
Santiago,Clay,Loser,Dusan Lajovic,75,R,180,SRB,32.6,3,84,0,2,48,31,16,7,7,3,7
Santiago,Clay,Winner,Jaume Munar,66,R,183,ESP,25.8,3,90,0,2,61,38,33,12,10,6,6
Santiago,Clay,Loser,Lorenzo Musetti,18,R,185,ITA,20.9,3,90,2,1,52,33,24,11,10,1,3
Santiago,Clay,Winner,Thiago Monteiro,84,L,183,BRA,28.7,3,116,7,1,68,36,31,19,13,0,1
Santiago,Clay,Loser,Marco Cecchinato,91,R,185,ITA,30.4,3,116,3,6,78,45,28,20,13,7,10
Santiago,Clay,Winner,Nicolas Jarry,87,R,198,CHI,27.3,3,186,10,4,107,70,51,18,16,3,6
Santiago,Clay,Loser,Diego Schwartzman,37,R,170,ARG,30.5,3,186,0,5,121,91,59,12,16,12,15
Santiago,Clay,Winner,Yannick Hanfmann,153,R,193,GER,31.2,3,116,5,0,64,44,29,13,10,2,4
Santiago,Clay,Loser,Roberto Carballes Baena,74,R,183,ESP,29.9,3,116,3,5,71,39,25,14,10,5,9
Santiago,Clay,Winner,Laslo Djere,55,R,188,SRB,27.7,3,108,8,4,76,48,38,17,12,5,5
Santiago,Clay,Winner,Sebastian Baez,35,R,170,ARG,22.1,3,82,3,0,44,30,25,12,9,1,1
Santiago,Clay,Loser,Cristian Garin,100,R,185,CHI,26.7,3,82,3,1,64,36,26,13,10,4,7
Santiago,Clay,Winner,Dusan Lajovic,75,R,180,SRB,32.6,3,158,6,4,108,80,51,10,14,6,10
Santiago,Clay,Loser,Juan Manuel Cerundolo,108,L,183,ARG,21.2,3,158,2,3,119,79,50,14,14,8,12
Santiago,Clay,Winner,Tomas Martin Etcheverry,76,R,196,ARG,23.6,3,148,5,2,88,48,34,23,14,7,9
Santiago,Clay,Loser,Francisco Cerundolo,32,R,185,ARG,24.5,3,148,3,6,95,53,41,16,13,6,9
Santiago,Clay,Winner,Jaume Munar,66,R,183,ESP,25.8,3,162,4,2,100,69,43,21,15,4,7
Santiago,Clay,Winner,Marco Cecchinato,91,R,185,ITA,30.4,3,139,8,5,80,53,32,18,14,4,8
Santiago,Clay,Loser,Facundo Bagnis,94,L,183,ARG,32.9,3,139,2,6,104,58,36,21,15,5,10
Santiago,Clay,Winner,Thiago Monteiro,84,L,183,BRA,28.7,3,180,7,5,113,70,50,19,17,6,10
Santiago,Clay,Loser,Albert Ramos,50,L,188,ESP,35.1,3,180,7,5,93,60,42,16,17,2,7
Santiago,Clay,Winner,Nicolas Jarry,87,R,198,CHI,27.3,3,115,12,3,81,52,39,14,11,3,4
Santiago,Clay,Loser,Juan Pablo Varillas,77,R,185,PER,27.3,3,115,6,1,65,40,26,15,11,0,2
Santiago,Clay,Winner,Yannick Hanfmann,153,R,193,GER,31.2,3,95,9,1,52,33,24,10,7,2,2
Santiago,Clay,Loser,Pedro Martinez,117,R,185,ESP,25.8,3,95,1,6,68,41,22,11,7,11,16
Santiago,Clay,Winner,Roberto Carballes Baena,74,R,183,ESP,29.9,3,30,2,2,19,10,9,7,4,0,0
Santiago,Clay,Winner,Laslo Djere,55,R,188,SRB,27.7,3,77,6,1,44,25,21,15,9,0,0
Santiago,Clay,Loser,Joao Sousa,147,R,185,POR,33.9,3,77,1,1,57,31,17,14,8,5,8
Santiago,Clay,Loser,Daniel Elahi Galan,83,R,191,COL,26.6,3,107,4,4,75,46,33,13,11,3,6
Santiago,Clay,Winner,Cristian Garin,100,R,185,CHI,26.7,3,103,4,0,56,36,30,15,10,0,0
Santiago,Clay,Loser,Dominic Thiem,99,R,185,AUT,29.4,3,103,3,3,72,43,27,17,10,6,8
Santiago,Clay,Winner,Juan Manuel Cerundolo,108,L,183,ARG,21.2,3,122,4,4,81,46,39,18,14,2,3
Santiago,Clay,Loser,Pedro Cachin,61,R,185,ARG,27.8,3,122,9,0,72,45,35,18,14,2,4
Santiago,Clay,Winner,Dusan Lajovic,75,R,180,SRB,32.6,3,73,0,2,45,30,25,9,8,2,2
Santiago,Clay,Winner,Tomas Martin Etcheverry,76,R,196,ARG,23.6,3,107,5,3,58,32,26,15,10,4,6
Santiago,Clay,Loser,Fabio Fognini,82,R,178,ITA,35.7,3,107,3,7,65,36,18,16,9,2,6
Indian Wells Masters,Hard,Winner,Carlos Alcaraz,2,R,185,ESP,19.8,3,70,1,0,49,37,30,7,9,0,0
Indian Wells Masters,Hard,Loser,Daniil Medvedev,6,R,198,RUS,27,3,70,0,2,48,31,19,7,8,0,3
Indian Wells Masters,Hard,Winner,Carlos Alcaraz,2,R,185,ESP,19.8,3,112,5,1,72,52,38,9,11,1,2
Indian Wells Masters,Hard,Loser,Jannik Sinner,13,R,188,ITA,21.5,3,112,4,4,72,36,28,17,10,4,6
Indian Wells Masters,Hard,Winner,Daniil Medvedev,6,R,198,RUS,27,3,106,9,2,75,44,35,20,12,1,3
Indian Wells Masters,Hard,Loser,Frances Tiafoe,16,R,188,USA,25.1,3,106,3,1,75,44,31,15,12,8,11
Indian Wells Masters,Hard,Winner,Carlos Alcaraz,2,R,185,ESP,19.8,3,120,2,2,58,36,29,13,10,3,4
Indian Wells Masters,Hard,Loser,Felix Auger Aliassime,10,R,193,CAN,22.5,3,120,6,6,82,46,32,15,10,9,12
Indian Wells Masters,Hard,Winner,Jannik Sinner,13,R,188,ITA,21.5,3,137,5,1,88,56,45,15,15,1,3
Indian Wells Masters,Hard,Loser,Taylor Fritz,5,R,193,USA,25.3,3,137,4,0,92,50,35,23,15,6,9
Indian Wells Masters,Hard,Winner,Daniil Medvedev,6,R,198,RUS,27,3,106,4,7,70,39,33,17,11,6,6
Indian Wells Masters,Hard,Loser,Alejandro Davidovich Fokina,28,R,183,ESP,23.7,3,106,1,0,75,53,34,11,10,5,7
Indian Wells Masters,Hard,Winner,Frances Tiafoe,16,R,188,USA,25.1,3,99,4,2,58,31,24,15,10,5,7
Indian Wells Masters,Hard,Loser,Cameron Norrie,12,L,188,GBR,27.5,3,99,7,3,59,32,23,11,10,5,9
Indian Wells Masters,Hard,Winner,Carlos Alcaraz,2,R,185,ESP,19.8,3,46,3,0,27,20,16,6,5,3,3
Indian Wells Masters,Hard,Loser,Jack Draper,56,L,191,GBR,21.2,3,46,1,1,34,22,11,4,5,2,5
Indian Wells Masters,Hard,Winner,Felix Auger Aliassime,10,R,193,CAN,22.5,3,166,12,7,95,55,43,21,15,7,9
Indian Wells Masters,Hard,Loser,Tommy Paul,19,R,185,USA,25.8,3,166,0,4,105,72,50,17,15,6,8
Indian Wells Masters,Hard,Winner,Taylor Fritz,5,R,193,USA,25.3,3,101,2,4,79,48,33,17,10,3,4
Indian Wells Masters,Hard,Loser,Marton Fucsovics,84,R,188,HUN,31,3,101,4,1,54,31,23,8,9,2,5
Indian Wells Masters,Hard,Winner,Jannik Sinner,13,R,188,ITA,21.5,3,98,5,0,64,31,21,20,9,8,9
Indian Wells Masters,Hard,Loser,Stan Wawrinka,100,R,183,SUI,37.9,3,98,1,1,63,34,20,11,8,10,14
Indian Wells Masters,Hard,Winner,Daniil Medvedev,6,R,198,RUS,27,3,197,12,5,131,87,65,24,18,15,17
Indian Wells Masters,Hard,Loser,Alexander Zverev,14,R,198,GER,25.8,3,197,7,3,124,93,66,17,18,5,8
Indian Wells Masters,Hard,Winner,Alejandro Davidovich Fokina,28,R,183,ESP,23.7,3,84,5,0,57,31,22,15,10,1,3
Indian Wells Masters,Hard,Loser,Cristian Garin,97,R,185,CHI,26.7,3,84,1,2,56,36,23,8,9,1,5
Indian Wells Masters,Hard,Winner,Cameron Norrie,12,L,188,GBR,27.5,3,78,2,2,55,33,26,9,9,3,5
Indian Wells Masters,Hard,Loser,Andrey Rublev,7,R,188,RUS,25.3,3,78,8,2,52,26,19,8,9,0,5
Indian Wells Masters,Hard,Winner,Frances Tiafoe,16,R,188,USA,25.1,3,81,6,4,71,43,33,14,10,5,6
Indian Wells Masters,Hard,Winner,Carlos Alcaraz,2,R,185,ESP,19.8,3,101,0,3,72,44,33,19,11,2,2
Indian Wells Masters,Hard,Loser,Tallon Griekspoor,36,R,188,NED,26.6,3,101,1,3,69,46,33,12,10,3,4
Indian Wells Masters,Hard,Winner,Jack Draper,56,L,191,GBR,21.2,3,123,8,1,65,40,29,17,10,4,5
Indian Wells Masters,Hard,Loser,Andy Murray,55,R,190,GBR,35.8,3,123,3,5,76,44,30,15,10,7,10
Indian Wells Masters,Hard,Winner,Tommy Paul,19,R,185,USA,25.8,3,116,6,5,87,58,47,12,14,6,8
Indian Wells Masters,Hard,Loser,Hubert Hurkacz,11,R,196,POL,26,3,116,8,3,81,44,33,18,14,6,10
Indian Wells Masters,Hard,Winner,Felix Auger Aliassime,10,R,193,CAN,22.5,3,130,6,8,83,41,31,21,11,5,7
Indian Wells Masters,Hard,Loser,Francisco Cerundolo,32,R,185,ARG,24.5,3,130,2,3,63,43,30,8,11,4,8
Indian Wells Masters,Hard,Winner,Taylor Fritz,5,R,193,USA,25.3,3,70,4,2,42,24,21,5,8,2,4
Indian Wells Masters,Hard,Loser,Sebastian Baez,35,R,170,ARG,22.1,3,70,0,1,49,32,15,4,7,6,12
Indian Wells Masters,Hard,Winner,Marton Fucsovics,84,R,188,HUN,31,3,78,1,0,42,24,22,14,9,0,0
Indian Wells Masters,Hard,Loser,Alex Molcan,63,L,178,SVK,25.2,3,78,0,2,51,30,24,8,9,3,6
Indian Wells Masters,Hard,Winner,Jannik Sinner,13,R,188,ITA,21.5,3,107,6,4,61,33,27,22,11,0,0
Indian Wells Masters,Hard,Loser,Adrian Mannarino,68,L,183,FRA,34.6,3,107,1,2,72,38,27,21,11,1,2
Indian Wells Masters,Hard,Winner,Stan Wawrinka,100,R,183,SUI,37.9,3,160,12,1,102,58,43,27,16,6,8
Indian Wells Masters,Hard,Loser,Holger Rune,8,R,185,DEN,19.8,3,160,6,6,110,61,39,23,16,3,8
Indian Wells Masters,Hard,Winner,Daniil Medvedev,6,R,198,RUS,27,3,105,8,6,76,47,35,14,12,5,7
Indian Wells Masters,Hard,Loser,Ilya Ivashka,85,R,193,BLR,29,3,105,1,4,68,46,30,8,12,8,13
Indian Wells Masters,Hard,Winner,Alexander Zverev,14,R,198,GER,25.8,3,160,8,1,101,62,41,21,15,9,13
Indian Wells Masters,Hard,Loser,Emil Ruusuvuori,59,R,188,FIN,23.9,3,160,4,1,94,65,49,13,16,9,13
Indian Wells Masters,Hard,Winner,Alejandro Davidovich Fokina,28,R,183,ESP,23.7,3,137,3,5,83,43,27,21,13,6,10
Indian Wells Masters,Hard,Loser,Karen Khachanov,15,R,198,RUS,26.7,3,137,4,1,93,58,38,16,13,7,11
Indian Wells Masters,Hard,Winner,Cristian Garin,97,R,185,CHI,26.7,3,118,5,3,78,45,36,17,11,3,4
Indian Wells Masters,Hard,Loser,Casper Ruud,4,R,183,NOR,24.2,3,118,3,2,80,48,33,17,11,5,7
Indian Wells Masters,Hard,Winner,Andrey Rublev,7,R,188,RUS,25.3,3,82,4,0,52,40,31,7,10,0,1
Indian Wells Masters,Hard,Loser,Ugo Humbert,77,L,188,FRA,24.6,3,82,4,4,68,30,23,17,11,2,6
